종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"291680","RISE 차이나H선물인버스(H)","7320","35","0.48","7307.81","7300","7370","7275","17","124500","3660000000","3653907037","500000","Hang Seng China Enterprises Futures Index(Price Return)","11683.32","-49.15","-0.42"
"0094L0","RISE 차이나테크TOP10위클리타겟커버드콜","10335","-225","-2.13","10508.32","10450","10530","10315","30986","321899047","15502500000","15762478586","1500000","Bloomberg China Tech Select TOP 10 + 12% Target Premium Weekly Index","1211.36","-20.74","-1.68"
"371150","RISE 차이나항셍테크","9180","-175","-1.87","9339.08","9525","9525","9165","4937","45601820","22032000000","22880751475","2400000","Hang Seng TECH Index","5828.35","-79.91","-1.35"
"183700","RISE 채권혼합","78640","540","0.69","78247.90","78135","78640","77840","3956","309919447","18873600000","18779495979","240000","주식국채혼합(채권형)지수","2043.08","6.46","0.32"
"498860","RISE 코리아금융고배당","15235","100","0.66","15304.39","15135","15485","15110","94599","1446073197","35040500000","35200096480","2300000","iSelect 코리아 금융 고배당 지수","2321.57","17.26","0.75"
"495050","RISE 코리아밸류업","20515","330","1.63","20479.70","20150","20515","20090","1390920","28210024950","338497500000","337914972570","16500000","코리아 밸류업 지수","2076.32","28.18","1.38"
"0094M0","RISE 코리아밸류업위클리고정커버드콜","14295","195","1.38","14290.03","14100","14295","14085","48039","682310708","18583500000","18577043886","1300000","코리아 밸류업 위클리 커버드콜 30% 지수","2385.90","22.29","0.94"
"270810","RISE 코스닥150","15705","80","0.51","15745.91","15580","15715","15510","44246","690377298","135691200000","136359572684","8640000","코스닥 150","1588.79","12.59","0.80"
"278240","RISE 코스닥150선물레버리지","13515","215","1.62","13500.86","13270","13515","13195","25082","334754290","108795750000","108681947450","8050000","F-코스닥150 지수","1836.13","17.36","0.95"
"275750","RISE 코스닥150선물인버스","2870","-20","-0.69","2873.38","2900","2910","2870","1287","3720475","2152500000","2155036183","750000","F-코스닥150 지수","1836.13","17.36","0.95"
"302450","RISE 코스피","49805","690","1.40","49910.19","49115","49820","48965","25369","1252305930","244044500000","254541958121","4900000","코스피","4797.55","74.45","1.58"
"0047P0","RISE 테슬라고정테크100","14320","-205","-1.41","14280.89","14290","14320","14215","25214","359839253","20048000000","19993249585","1400000","KEDI 테슬라고정테크100 지수(PR)","7672.80","9.64","0.13"
"0013R0","RISE 테슬라미국채타겟커버드콜혼합(합성)","10000","-35","-0.35","9958.64","10030","10030","9935","41045","409163736","38000000000","37842838410","3800000","KEDI 테슬라미국30년국채15%타겟프리미엄 혼합지수(TR)","2846.35","-0.45","-0.02"
"449580","RISE 테슬라애플아마존채권혼합","16530","-100","-0.60","16486.54","16565","16565","16480","18698","308462713","18183000000","18135191808","1100000","iSelect 테슬라 애플 아마존 채권혼합지수(Price Return)","4278.19","-42.63","-0.99"
"334690","RISE 팔라듐선물(H)","8665","-470","-5.15","9090.57","8695","8795","8465","158918","1370921578","7798500000","8636043482","900000","S&P GSCI Palladium Excess Return Index","1080.24","-15.20","-1.39"
"334700","RISE 팔라듐선물인버스(H)","2730","140","5.41","2614.77","2690","2775","2685","16498","44921865","1501500000","1438124883","550000","S&P GSCI Palladium Excess Return Index","1080.24","-15.20","-1.39"
"0047R0","RISE 팔란티어고정테크100","14300","-155","-1.07","14278.84","14290","14315","14205","44602","634974018","39325000000","39266813718","2750000","KEDI 팔란티어고정테크100 지수(PR)","4856.19","-1.29","-0.03"
"253280","RISE 헬스케어","17395","50","0.29","17418.70","17345","17505","17320","21569","375650490","10437000000","10451217525","600000","FnGuide 헬스케어 지수","4424.79","18.32","0.42"
"253290","RISE 헬스케어채권혼합","12930","50","0.39","12906.15","12945","13060","12895","24342","315728290","18102000000","18068605135","1400000","FnGuide 헬스케어 채권혼합 지수","2276.92","-0.61","-0.03"
"411540","SOL 200 Top10","14655","310","2.16","14624.13","14410","14655","14325","45792","661816755","39568500000","39485151714","2700000","코스피 200 Top 10 지수","2225.78","46.11","2.12"
"295040","SOL 200TR","26090","445","1.74","26093.59","25585","26090","25540","77230","1991855635","289599000000","289638814614","11100000","코스피 200 TR","916.56","13.99","1.55"
"488980","SOL 26-12 회사채(AA-이상)액티브","51240","0","0.00","51221.84","51260","51260","51240","1288","66007840","207522000000","207448453829","4050000","KAP 26-12 크레딧 채권지수(AA-이상, 총수익)","108.34","-0.01","-0.01"
"0092C0","SOL 27-12 회사채(AA-이상)액티브","49770","-15","-0.03","49747.89","49825","49825","49770","6040","300611075","190420020000","190335442817","3826000","KAP 27-12 크레딧 채권지수(AA-이상, 총수익)","103.20","-0.09","-0.09"
"455860","SOL 2차전지소부장Fn","5195","75","1.46","5216.93","5150","5250","5097","728058","3761179325","150914750000","150508556393","29050000","FnGuide 2차전지 소부장 지수(PR)","3221.78","53.96","1.70"
"455850","SOL AI반도체소부장","18835","120","0.64","18837.08","18435","18870","18380","1077387","20088823904","534914000000","536856763179","28400000","FnGuide AI 반도체 소부장 지수","3208.52","26.54","0.83"
"497880","SOL CD금리&머니마켓액티브","50100","10","0.02","50084.52","50100","50105","50095","73515","3683027442","148496400000","150353717191","2964000","KAP CD&단기자금시장지수(PR)","118.88","0.01","0.01"
"363510","SOL KIS단기통안채","110545","35","0.03","110517.17","110545","110545","110545","4","442180","35706035000","35697046544","323000","KIS 단기통안채 Index(총수익)","12615.79","0.27","0.00"
"292500","SOL KRX300","32470","565","1.77","32589.35","32025","32475","32025","5066","162950115","16235000000","16294673594","500000","KRX 300","3118.62","45.73","1.49"
"404650","SOL KRX기후변화솔루션","18885","655","3.59","18858.21","18230","18885","18200","2626","48594120","11331000000","11314926012","600000","KRX 기후변화 솔루션지수","3618.52","123.95","3.55"
"490480","SOL K방산","35015","1070","3.15","35083.41","34860","35130","34315","224896","7809112785","110297250000","110512732189","3150000","KEDI K방산 지수(PR)","7566.17","239.50","3.27"
"438570","SOL 국고채10년","101750","-680","-0.66","101783.78","102625","102760","101720","14426","1474824592","103174500000","103514109189","1014000","KAP 국고채10년지수(총수익지수)","112.90","-0.65","-0.57"
"474390","SOL 국고채30년액티브","49995","-460","-0.91","49993.60","50755","50755","49850","1246","62523890","6699330000","6699142629","134000","KAP 국고채30년 지수(TR)","92.95","-0.90","-0.96"
"438560","SOL 국고채3년","100170","-250","-0.25","100183.38","100445","100470","100105","9414","943655513","37163070000","37668950983","371000","KAP 국고채3년지수(총수익지수)","120.33","-0.26","-0.22"
"0066W0","SOL 국제금","14370","-160","-1.10","14449.78","14365","14395","14285","425649","6108328134","105619500000","108373372115","7350000","KEDI 국제금현물 ETF 가격지수(PR)","3612.94","-22.36","-0.62"
"0022T0","SOL 국제금커버드콜액티브","15055","-180","-1.18","15135.69","15055","15100","14980","171020","2573918688","64736500000","65083487340","4300000","KEDI 골드인컴프리미엄 지수(NTR)","3114.28","-15.92","-0.51"
"400590","SOL 글로벌탄소배출권선물ICE(합성)","16240","60","0.37","16298.55","16165","16265","16165","6428","104210170","8120000000","8149272519","500000","ICE Global Carbon Futures Index(Excess Return)","736.73","-1.64","-0.22"
"484880","SOL 금융지주플러스고배당","17560","70","0.40","17591.14","17490","17825","17445","483368","8509947323","301154000000","299049433266","17150000","FnGuide 금융지주플러스고배당 지수(PR)","2471.63","3.97","0.16"
"484890","SOL 머니마켓액티브","51700","15","0.03","51685.80","51695","51700","51695","16344","844972639","11270600000","11784361411","218000","KAP 시가 MMF 지수(TR)","119.51","0.01","0.01"
"461600","SOL 미국30년국채액티브(H)","8810","40","0.46","8812.26","8835","8835","8810","28392","250526100","48014500000","48026795649","5450000","KAP 미국채 20Y+ 지수(시장가격)","60.55","0.39","0.65"
"473330","SOL 미국30년국채커버드콜(합성)","9405","20","0.21","9403.35","9380","9425","9380","517839","4868854671","382783500000","382716305031","40700000","KEDI 미국 국채 20년+ 커버드콜 지수(NTR)","1074.98","-0.32","-0.03"
"494210","SOL 미국500타겟데일리커버드콜액티브","11195","-105","-0.93","11219.72","11300","11300","11140","80125","893802407","8956000000","8975777872","800000","KEDI 미국퀄리티500+월1%프리미엄 지수(NTR)","2875.40","8.23","0.29"
"479620","SOL 미국AI반도체칩메이커","15825","-135","-0.85","15692.80","15635","15825","15620","17493","274155757","37188750000","36878081345","2350000","Solactive US AI Semiconductor Chip Makers Index(PR)","7254.68","94.13","1.31"
"481180","SOL 미국AI소프트웨어","14475","-345","-2.33","14485.57","14450","14490","14415","295347","4266190070","215677500000","212937945245","14900000","KEDI 미국 AI 소프트웨어지수(PR)","4406.94","-58.71","-1.31"
"486450","SOL 미국AI전력인프라","20725","-5","-0.02","20546.78","20690","20725","20450","221259","4542784890","279787500000","275326882902","13500000","KEDI 미국AI전력인프라 지수(PR)","10121.67","66.61","0.66"
"433330","SOL 미국S&P500","21140","-155","-0.73","21119.35","21035","21170","21030","82115","1732400333","211400000000","211193453250","10000000","S&P 500","6944.47","17.87","0.26"
"399110","SOL 미국S&P500ESG","20025","-120","-0.60","19989.55","19975","20025","19880","50704","1012898925","108135000000","107943545965","5400000","S&P500 Scored&Screened(PR)","613.14","1.58","0.26"
"0080X0","SOL 미국S&P500미국채혼합50","11305","-60","-0.53","11303.37","11260","11315","11245","264435","2979440489","53133500000","53125852672","4700000","S&P 500 and iBoxx $ Treasuries 7-10Y 5050 Blend Index(USD) PR/TR Hybrid","470.35","0.14","0.03"
"499150","SOL 미국S&P500엔화노출(H)","10755","5","0.05","10743.96","10740","10760","10665","1446","15478110","8604000000","8595165439","800000","S&P500 Yen Hedged Index(PR)","2900.93","7.19","0.25"
"447620","SOL 미국TOP5채권혼합40 Solactive","15140","-55","-0.36","15153.23","15155","15190","15070","58828","887904972","112036000000","112133912592","7400000","Solactive US TOP5 Balanced40 Index","1964.14","-4.24","-0.22"
"476030","SOL 미국나스닥100","15765","-170","-1.07","15721.84","15675","15780","15650","132879","2088965703","78036750000","79395308744","4950000","NASDAQ 100","25547.08","81.14","0.32"
"0118S0","SOL 미국넥스트테크TOP10액티브","10340","-25","-0.24","10333.12","10340","10340","10240","258950","2659247833","72380000000","67681919369","7000000","KEDI 미국넥스트테크TOP10(PR)","3159.46","-35.00","-1.10"
"446720","SOL 미국배당다우존스","12460","140","1.14","12474.63","12380","12480","12380","542801","6762036993","821114000000","813346087850","65900000","Dow Jones U.S. Dividend 100 Price Return Index","6152.72","-4.94","-0.08"
"452360","SOL 미국배당다우존스(H)","11510","180","1.59","11554.94","11490","11535","11475","358471","4126986733","202576000000","198744940553","17600000","Dow Jones U.S. Dividend 100 Price Return Index","6152.72","-4.94","-0.08"
"493420","SOL 미국배당다우존스2호","11485","130","1.14","11506.83","11370","11505","11370","8869","101767300","29861000000","29917768313","2600000","Dow Jones U.S. Dividend 100 Index(TR)","15641.77","-11.49","-0.07"
"490490","SOL 미국배당미국채혼합50","11020","55","0.50","11036.71","10965","11040","10950","353390","3890035169","322886000000","323375614918","29300000","KRX 다우존스 미국배당국채 혼합지수","1331.43","11.01","0.83"
"0023A0","SOL 미국양자컴퓨팅TOP10","28665","375","1.33","28794.72","28490","28700","28465","807727","23074330592","546068250000","538461357451","19050000","KEDI 미국양자컴퓨팅 TOP10(PR)","9542.75","-234.71","-2.40"
"0051G0","SOL 미국원자력SMR","18270","195","1.08","18198.18","18080","18270","18050","417142","7560436141","379102500000","368513199890","20750000","KEDI 미국원자력 SMR 지수(PR)","12755.58","192.51","1.53"
"481190","SOL 미국테크TOP10","16675","-255","-1.51","16612.85","16575","16682","16550","687803","11426096330","308487500000","303184576507","18500000","Solactive US Tech TOP 10 Custom Index(PR)","2681.52","5.20","0.19"
"481200","SOL 미국테크TOP10인버스(합성)","5800","85","1.49","5807.81","5800","5820","5800","49","284920","2320000000","2323123676","400000","Solactive US Tech TOP 10 Custom Index(PR)","2681.52","5.20","0.19"
"475300","SOL 반도체전공정","12520","-15","-0.12","12566.81","12350","12695","12250","103982","1295558100","40690000000","41470485927","3250000","FnGuide 반도체 전공정 지수(PR)","2447.46","2.35","0.10"
"475310","SOL 반도체후공정","20575","385","1.91","20526.65","19935","20575","19930","98794","2008624320","27776250000","27710983789","1350000","FnGuide 반도체 후공정 지수(PR)","6093.10","100.96","1.68"
"0152E0","SOL 배당성향탑픽액티브","10325","105","1.03","10325.55","10205","10325","10190","607518","6237024255","10325000000","13423211940","1000000","FnGuide 배당성향탑픽 지수(PR)","1993.44","20.48","1.04"
"400580","SOL 유럽탄소배출권선물S&P(H)","12990","175","1.37","13063.79","12960","13000","12960","1307","16972509","6495000000","6531896896","500000","S&P GSCI Carbon Emission Allowances(EUA)(EUR)ER","278.54","7.70","2.84"
"464610","SOL 의료기기소부장Fn","10000","-35","-0.35","10011.74","10065","10090","9940","74541","744830402","15000000000","15017603371","1500000","FnGuide 의료기기소부장지수(PR)","1656.99","-5.90","-0.35"
